path,bytes,tracked,on_disk,category,purpose,recommendation,mtime
results/research_runs/01_目标交互图_已完成/README_目标交互图归档说明.md,2013,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/01_目标交互图_已完成/documents/第二研究点_多SNR对比消融与轨迹实验记录.md,13921,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/01_目标交互图_已完成/documents/第二研究点_对比实验结果与分析.md,5448,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/01_目标交互图_已完成/documents/第二研究点_当前进度_模型流程与论文写作记录.md,31206,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/01_目标交互图_已完成/documents/第二研究点_最终结果清单.md,3240,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/02_量测航迹关联图_方案/第二图_代码与初步实验结果.md,13016,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/02_量测航迹关联图_方案/第二图_量测航迹关联图完整流程方案.md,20796,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/04_量子关联图验证/development/结果与分析.md,5023,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/04_量子关联图验证/logs/development_exit.txt,2,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/04_量子关联图验证/logs/smoke_exit.txt,2,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/04_量子关联图验证/smoke/结果与分析.md,852,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/04_量子关联图验证/验证方案.md,3126,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/QGNN_LLM最终实验结果_截至2026-09-09.md,14010,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/双图总体方案_原始评估.md,26671,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/未来词QGNN_LLM实验_2026-09-09/MANIFEST_SHA256.txt,412,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/未来词QGNN_LLM实验_2026-09-09/QGNN_LLM最终实验结果_截至2026-09-10.md,23310,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/未来词QGNN_LLM实验_2026-09-09/QGNN_LLM有效衔接实验结果_截至2026-09-09.md,16664,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
results/research_runs/量子方案全上下文归档_截至2026-09-06.md,267280,True,True,D,historical QGNN/QGAT experiment result document,remove from Stage-2 tree; preserved by Git history/tags,
研究方案书.md,95623,True,True,B,status/plan documentation superseded by code/configs/reports/commit history,delete from working tree; facts live in code/configs/reports,
跨车连接隔离实验方案_审阅稿.md,15478,True,True,D,historical Stage-1 planning document,remove from Stage-2 tree; preserved by Git history/tags,
reports/2026_09_15_QGNN组会汇报_修订版.pptx,,True,False,A,Stage-1 meeting deck (only surviving copy of the updated version),preserve (version with the Stage-1 tag decision),
reports/2026_09_15_QGNN组会汇报_初稿.pptx,,True,False,A,Stage-1 meeting deck (only surviving copy of the updated version),preserve (version with the Stage-1 tag decision),
reports/~$2026_09_15_QGNN组会汇报_修订版.pptx,,True,False,C,Office temporary file,delete from working tree,
